Genome	SkewI	Kingdom	K_TID	Phylum	P_TID	Class	C_TID	Order	O_TID	Family	F_TId	Genus	G_TID	Species	S_TID
"NZ_CP032296.1 Rahnella aquatilis strain ZF7 chromosome, complete genome"	0.9369919	k__Bacteria	2	p__Proteobacteria	1224	c__Gammaproteobacteria	1236	o__Enterobacterales	91347	f__Yersiniaceae	1903411	g__Rahnella	34037	s__Rahnella_aquatilis	34038
"NC_008345.1 Shewanella frigidimarina NCIMB 400, complete genome"	0.936998801	k__Bacteria	2	p__Proteobacteria	1224	c__Gammaproteobacteria	1236	o__Alteromonadales	135622	f__Shewanellaceae	267890	g__Shewanella	22	s__Shewanella_frigidimarina	56812
"NZ_CP029789.1 Psychrobacter sp. YP14 chromosome, complete genome"	0.937026163	k__Bacteria	2	p__Proteobacteria	1224	c__Gammaproteobacteria	1236	o__Pseudomonadales	72274	f__Moraxellaceae	468	g__Psychrobacter	497	s__Psychrobacter_sp._YP14	2203895
"NC_012857.1 Ralstonia pickettii 12D chromosome 2, complete sequence"	0.937036441	k__Bacteria	2	p__Proteobacteria	1224	c__Betaproteobacteria	28216	o__Burkholderiales	80840	f__Burkholderiaceae	119060	g__Ralstonia	48736	s__Ralstonia_pickettii	329
"NZ_CP014873.1 Lactobacillus backii strain TMW 1.1989 chromosome, complete genome"	1.002798481	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Lactobacillales	186826	f__Lactobacillaceae	33958	g__Lactobacillus	1578	s__Lactobacillus_backii	375175
"NC_021725.1 Lactobacillus rhamnosus LOCK908, complete genome"	1.003042562	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Lactobacillales	186826	f__Lactobacillaceae	33958	g__Lactobacillus	1578	s__Lactobacillus_rhamnosus	47715
"NC_015602.1 Lactobacillus kefiranofaciens ZW3, complete genome"	1.003301904	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Lactobacillales	186826	f__Lactobacillaceae	33958	g__Lactobacillus	1578	s__Lactobacillus_kefiranofaciens	267818
"NC_017933.1 Cronobacter sakazakii ES15, complete genome"	0.937058923	k__Bacteria	2	p__Proteobacteria	1224	c__Gammaproteobacteria	1236	o__Enterobacterales	91347	f__Enterobacteriaceae	543	g__Cronobacter	413496	s__Cronobacter_sakazakii	28141
"NZ_CP022109.1 Lactobacillus rhamnosus strain ATCC 11443 chromosome, complete genome"	1.003316966	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Lactobacillales	186826	f__Lactobacillaceae	33958	g__Lactobacillus	1578	s__Lactobacillus_rhamnosus	47715
"NZ_CP019305.1 Lactobacillus rhamnosus strain SCT-10-10-60 chromosome, complete genome"	1.003320657	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Lactobacillales	186826	f__Lactobacillaceae	33958	g__Lactobacillus	1578	s__Lactobacillus_rhamnosus	47715
"NZ_CP021550.1 Proteus mirabilis strain AR_0159, complete genome"	0.937079547	k__Bacteria	2	p__Proteobacteria	1224	c__Gammaproteobacteria	1236	o__Enterobacterales	91347	f__Morganellaceae	1903414	g__Proteus	583	s__Proteus_mirabilis	584
"NZ_CP017261.1 Lactobacillus paracasei strain FAM18149 chromosome, complete genome"	1.003341644	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Lactobacillales	186826	f__Lactobacillaceae	33958	g__Lactobacillus	1578	s__Lactobacillus_paracasei	1597
"NZ_CP015932.1 Legionella pneumophila strain C1_S chromosome, complete genome"	0.937138811	k__Bacteria	2	p__Proteobacteria	1224	c__Gammaproteobacteria	1236	o__Legionellales	118969	f__Legionellaceae	444	g__Legionella	445	s__Legionella_pneumophila	446
"NZ_CP015338.1 Lactobacillus brevis strain 100D8, complete genome"	1.00340648	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Lactobacillales	186826	f__Lactobacillaceae	33958	g__Lactobacillus	1578	s__Lactobacillus_brevis	1580
"NZ_CP023888.1 Raoultella ornithinolytica strain FDAARGOS_431 chromosome, complete genome"	0.937168863	k__Bacteria	2	p__Proteobacteria	1224	c__Gammaproteobacteria	1236	o__Enterobacterales	91347	f__Enterobacteriaceae	543	g__Raoultella	160674	s__Raoultella_ornithinolytica	54291
"NC_017845.1 Pectobacterium parmentieri, complete genome"	0.93718335	k__Bacteria	2	p__Proteobacteria	1224	c__Gammaproteobacteria	1236	o__Enterobacterales	91347	f__Pectobacteriaceae	1903410	g__Pectobacterium	122277	s__Pectobacterium_parmentieri	1905730
"NZ_CP011100.1 Aeromonas hydrophila strain AH10, complete genome"	0.937194711	k__Bacteria	2	p__Proteobacteria	1224	c__Gammaproteobacteria	1236	o__Aeromonadales	135624	f__Aeromonadaceae	84642	g__Aeromonas	642	s__Aeromonas_hydrophila	644
"NZ_CP035571.1 Lactobacillus plantarum strain SRCM103303 chromosome, complete genome"	1.003999264	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Lactobacillales	186826	f__Lactobacillaceae	33958	g__Lactobacillus	1578	s__Lactobacillus_plantarum	1590
"NZ_CP037429.1 Lactobacillus plantarum strain EM chromosome, complete genome"	1.004770146	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Lactobacillales	186826	f__Lactobacillaceae	33958	g__Lactobacillus	1578	s__Lactobacillus_plantarum	1590
"NC_018221.1 Enterococcus faecalis D32, complete genome"	0.93725418	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Lactobacillales	186826	f__Enterococcaceae	81852	g__Enterococcus	1350	s__Enterococcus_faecalis	1351
"NZ_CP044970.1 Ochrobactrum anthropi strain T16R-87 chromosome 1, complete sequence"	0.937279735	k__Bacteria	2	p__Proteobacteria	1224	c__Alphaproteobacteria	28211	o__Rhizobiales	356	f__Brucellaceae	118882	g__Ochrobactrum	528	s__Ochrobactrum_anthropi	529
"NZ_CP022709.1 Lactobacillus sakei strain WiKim0063 chromosome, complete genome"	1.005758976	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Lactobacillales	186826	f__Lactobacillaceae	33958	g__Lactobacillus	1578	s__Lactobacillus_sakei	1599
"NC_015697.1 Lactobacillus reuteri SD2112, complete genome"	1.006889687	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Lactobacillales	186826	f__Lactobacillaceae	33958	g__Lactobacillus	1578	s__Lactobacillus_reuteri	1598
NC_008054.1 Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842 complete genome	1.008043977	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Lactobacillales	186826	f__Lactobacillaceae	33958	g__Lactobacillus	1578	s__Lactobacillus_delbrueckii_subsp._bulgaricus	1585
"NZ_CP012351.1 Cutibacterium acnes strain PA_21_1_L1 chromosome, complete genome"	0.937370379	k__Bacteria	2	p__Actinobacteria	201174	c__Actinobacteria	1760	o__Propionibacteriales	85009	f__Propionibacteriaceae	31957	g__Cutibacterium	1912216	s__Cutibacterium_acnes	1747
"NC_006085.1 Propionibacterium acnes KPA171202, complete genome"	0.937402964	k__Bacteria	2	p__Actinobacteria	201174	c__Actinobacteria	1760	o__Propionibacteriales	85009	f__Propionibacteriaceae	31957	g__Cutibacterium	1912216	s__Cutibacterium_acnes	1747
"NC_017583.1 Spirochaeta thermophila DSM 6578, complete genome"	0.937418708	k__Bacteria	2	p__Spirochaetes	203691	c__Spirochaetia	203692	o__Spirochaetales	136	f__Spirochaetaceae	137	g__Spirochaeta	146	s__Spirochaeta_thermophila	154
"NC_021840.1 Listeria monocytogenes strain J1926, complete genome"	0.352099801	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Bacillales	1385	f__Listeriaceae	186820	g__Listeria	1637	s__Listeria_monocytogenes	1639
"NZ_CP012047.1 Tetragenococcus halophilus strain MJ4, complete genome"	0.937446379	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Lactobacillales	186826	f__Enterococcaceae	81852	g__Tetragenococcus	51668	s__Tetragenococcus_halophilus	51669
"NZ_CP020449.2 Streptococcus agalactiae strain FDAARGOS_254 chromosome, complete genome"	0.93748676	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Lactobacillales	186826	f__Streptococcaceae	1300	g__Streptococcus	1301	s__Streptococcus_agalactiae	1311
"NZ_CP008849.1 Alteromonas australica strain H 17, complete genome"	0.937608861	k__Bacteria	2	p__Proteobacteria	1224	c__Gammaproteobacteria	1236	o__Alteromonadales	135622	f__Alteromonadaceae	72275	g__Alteromonas	226	s__Alteromonas_australica	589873
"NZ_CP031093.1 Gammaproteobacteria bacterium soil36-7 chromosome, complete genome"	0.937637444	k__Bacteria	2	p__Proteobacteria	1224	c__Gammaproteobacteria	1236	o__Alteromonadales	135622	f__Alteromonadaceae	72275	g__Hydrocarboniclastica	2650549	s__Hydrocarboniclastica_marina	2259620
"NZ_CP007684.1 Listeria monocytogenes strain L2626, complete genome"	0.357697337	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Bacillales	1385	f__Listeriaceae	186820	g__Listeria	1637	s__Listeria_monocytogenes	1639
"NZ_CP007689.1 Listeria monocytogenes strain L2074, complete genome"	0.386581481	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Bacillales	1385	f__Listeriaceae	186820	g__Listeria	1637	s__Listeria_monocytogenes	1639
"NZ_CP016391.1 Streptococcus agalactiae strain FWL1402, complete genome"	0.937668039	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Lactobacillales	186826	f__Streptococcaceae	1300	g__Streptococcus	1301	s__Streptococcus_agalactiae	1311
"NZ_CP014324.1 Oenococcus oeni strain UBOCC-A-315001 isolate BL2 chromosome, complete genome"	0.937675981	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Lactobacillales	186826	f__Leuconostocaceae	81850	g__Oenococcus	46254	s__Oenococcus_oeni	1247
"NZ_CP020649.1 Bordetella bronchiseptica strain E010 chromosome, complete genome"	0.937687946	k__Bacteria	2	p__Proteobacteria	1224	c__Betaproteobacteria	28216	o__Burkholderiales	80840	f__Alcaligenaceae	506	g__Bordetella	517	s__Bordetella_bronchiseptica	518
"NC_021838.1 Listeria monocytogenes strain R2-502, complete genome"	0.408695592	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Bacillales	1385	f__Listeriaceae	186820	g__Listeria	1637	s__Listeria_monocytogenes	1639
"NC_021825.1 Listeria monocytogenes strain J1-108, complete genome"	0.751202427	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Bacillales	1385	f__Listeriaceae	186820	g__Listeria	1637	s__Listeria_monocytogenes	1639
"NC_021182.1 Clostridium pasteurianum BC1, complete genome"	0.937742889	k__Bacteria	2	p__Firmicutes	1239	c__Clostridia	186801	o__Clostridiales	186802	f__Clostridiaceae	31979	g__Clostridium	1485	s__Clostridium_pasteurianum	1501
"NZ_CP019616.1 Listeria monocytogenes strain 10-092876-1063 LM3, complete genome"	0.809898052	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Bacillales	1385	f__Listeriaceae	186820	g__Listeria	1637	s__Listeria_monocytogenes	1639
"NZ_CP003182.2 Granulibacter bethesdensis CGDNIH4, complete genome"	0.93776741	k__Bacteria	2	p__Proteobacteria	1224	c__Alphaproteobacteria	28211	o__Rhodospirillales	204441	f__Acetobacteraceae	433	g__Granulibacter	364409	s__Granulibacter_bethesdensis	364410
"NZ_CP041014.1 Listeria monocytogenes strain FDAARGOS_607 chromosome, complete genome"	0.815492758	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Bacillales	1385	f__Listeriaceae	186820	g__Listeria	1637	s__Listeria_monocytogenes	1639
"NZ_CP037734.1 Citrobacter freundii strain CAV1857 chromosome, complete genome"	0.937792808	k__Bacteria	2	p__Proteobacteria	1224	c__Gammaproteobacteria	1236	o__Enterobacterales	91347	f__Enterobacteriaceae	543	g__Citrobacter	544	s__Citrobacter_freundii	546
"NZ_CP042834.1 Enterococcus faecium strain FA3 chromosome, complete genome"	0.93780904	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Lactobacillales	186826	f__Enterococcaceae	81852	g__Enterococcus	1350	s__Enterococcus_faecium	1352
"NZ_CP010450.1 Streptococcus pyogenes strain NGAS638, complete genome"	0.937813477	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Lactobacillales	186826	f__Streptococcaceae	1300	g__Streptococcus	1301	s__Streptococcus_pyogenes	1314
"NZ_CP011798.1 Enterobacter cloacae strain UW5, complete genome"	0.937822185	k__Bacteria	2	p__Proteobacteria	1224	c__Gammaproteobacteria	1236	o__Enterobacterales	91347	f__Enterobacteriaceae	543	g__Enterobacter	547	s__Enterobacter_ludwigii	299767
"NZ_CP019619.1 Listeria monocytogenes strain 10-092876-1155 LM6, complete genome"	0.847215452	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Bacillales	1385	f__Listeriaceae	186820	g__Listeria	1637	s__Listeria_monocytogenes	1639
"NZ_CP021966.1 Leuconostoc mesenteroides strain CBA7131 chromosome, complete genome"	0.937857465	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Lactobacillales	186826	f__Leuconostocaceae	81850	g__Leuconostoc	1243	s__Leuconostoc_mesenteroides	1245
"NZ_CP019621.1 Listeria monocytogenes strain 10-092876-1235 LM8, complete genome"	0.862877332	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Bacillales	1385	f__Listeriaceae	186820	g__Listeria	1637	s__Listeria_monocytogenes	1639
"NZ_CP019617.1 Listeria monocytogenes strain 10-092876-0055 LM4, complete genome"	0.883036173	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Bacillales	1385	f__Listeriaceae	186820	g__Listeria	1637	s__Listeria_monocytogenes	1639
"NZ_CP019622.1 Listeria monocytogenes strain 10-092876-0145 LM9, complete genome"	0.885984539	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Bacillales	1385	f__Listeriaceae	186820	g__Listeria	1637	s__Listeria_monocytogenes	1639
"NZ_CP009442.1 Francisella philomiragia strain O#319-036 [FSC 153], complete genome"	0.937898118	k__Bacteria	2	p__Proteobacteria	1224	c__Gammaproteobacteria	1236	o__Thiotrichales	72273	f__Francisellaceae	34064	g__Francisella	262	s__Francisella_philomiragia	28110
"NZ_CP012588.1 Streptococcus thermophilus strain MN-BM-A01, complete genome"	0.937908337	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Lactobacillales	186826	f__Streptococcaceae	1300	g__Streptococcus	1301	s__Streptococcus_thermophilus	1308
"NZ_CP023321.1 Listeria monocytogenes strain CIIMS-PH-1 chromosome, complete genome"	0.890741995	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Bacillales	1385	f__Listeriaceae	186820	g__Listeria	1637	s__Listeria_monocytogenes	1639
"NZ_CP014861.1 Erysipelothrix rhusiopathiae strain GXBY-1 chromosome, complete genome"	0.937921332	k__Bacteria	2	p__Firmicutes	1239	c__Erysipelotrichia	526524	o__Erysipelotrichales	526525	f__Erysipelotrichaceae	128827	g__Erysipelothrix	1647	s__Erysipelothrix_rhusiopathiae	1648
"NZ_CP040988.1 Listeria monocytogenes strain FDAARGOS_778 chromosome, complete genome"	0.89461715	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Bacillales	1385	f__Listeriaceae	186820	g__Listeria	1637	s__Listeria_monocytogenes	1639
"NZ_AP014690.1 Asaia bogorensis NBRC 16594 DNA, complete genome"	0.938008577	k__Bacteria	2	p__Proteobacteria	1224	c__Alphaproteobacteria	28211	o__Rhodospirillales	204441	f__Acetobacteraceae	433	g__Asaia	91914	s__Asaia_bogorensis	91915
"NZ_CP041638.1 Thalassotalea sp. PS06 chromosome, complete genome"	0.938019814	k__Bacteria	2	p__Proteobacteria	1224	c__Gammaproteobacteria	1236	o__Alteromonadales	135622	f__Colwelliaceae	267889	g__Thalassotalea	1518149	s__Thalassotalea_sp._PS06	2594005
"NZ_CP022089.2 Shewanella sp. FDAARGOS_354 chromosome, complete genome"	0.938022359	k__Bacteria	2	p__Proteobacteria	1224	c__Gammaproteobacteria	1236	o__Alteromonadales	135622	f__Shewanellaceae	267890	g__Shewanella	22	s__Shewanella_sp._FDAARGOS_354	1930557
"NZ_CP007210.1 Listeria monocytogenes WSLC1042, complete genome"	0.897297503	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Bacillales	1385	f__Listeriaceae	186820	g__Listeria	1637	s__Listeria_monocytogenes	1639
"NZ_CP038465.1 Aeromonas hydrophila strain 23-C-23 chromosome, complete genome"	0.938029107	k__Bacteria	2	p__Proteobacteria	1224	c__Gammaproteobacteria	1236	o__Aeromonadales	135624	f__Aeromonadaceae	84642	g__Aeromonas	642	s__Aeromonas_hydrophila	644
"NZ_CP015820.1 Bartonella apis strain BBC0178, complete genome"	0.9380387	k__Bacteria	2	p__Proteobacteria	1224	c__Alphaproteobacteria	28211	o__Rhizobiales	356	f__Bartonellaceae	772	g__Bartonella	773	s__Bartonella_apis	1686310
"NZ_CP019620.1 Listeria monocytogenes strain 10-092876-1547 LM7, complete genome"	0.903487359	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Bacillales	1385	f__Listeriaceae	186820	g__Listeria	1637	s__Listeria_monocytogenes	1639
"NZ_CP028956.1 Morganella morganii strain AR_0133 chromosome, complete genome"	0.938106305	k__Bacteria	2	p__Proteobacteria	1224	c__Gammaproteobacteria	1236	o__Enterobacterales	91347	f__Morganellaceae	1903414	g__Morganella	581	s__Morganella_morganii	582
"NZ_CP023050.1 Listeria monocytogenes strain FDA00011238 chromosome, complete genome"	0.907246665	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Bacillales	1385	f__Listeriaceae	186820	g__Listeria	1637	s__Listeria_monocytogenes	1639
"NZ_CP023052.1 Listeria monocytogenes strain FDA00006905 chromosome, complete genome"	0.907251369	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Bacillales	1385	f__Listeriaceae	186820	g__Listeria	1637	s__Listeria_monocytogenes	1639
"NZ_CP022020.1 Listeria monocytogenes strain FDA00006907 chromosome, complete genome"	0.907271653	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Bacillales	1385	f__Listeriaceae	186820	g__Listeria	1637	s__Listeria_monocytogenes	1639
"NZ_CP044089.1 Bordetella bronchiseptica strain FDAARGOS_634 chromosome, complete genome"	0.938218874	k__Bacteria	2	p__Proteobacteria	1224	c__Betaproteobacteria	28216	o__Burkholderiales	80840	f__Alcaligenaceae	506	g__Bordetella	517	s__Bordetella_bronchiseptica	518
"NZ_CP025565.1 Listeria monocytogenes strain PIR00544 chromosome, complete genome"	0.90776688	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Bacillales	1385	f__Listeriaceae	186820	g__Listeria	1637	s__Listeria_monocytogenes	1639
"NZ_CP028355.1 Shewanella baltica strain CW2 chromosome, complete genome"	0.938362715	k__Bacteria	2	p__Proteobacteria	1224	c__Gammaproteobacteria	1236	o__Alteromonadales	135622	f__Shewanellaceae	267890	g__Shewanella	22	s__Shewanella_baltica	62322
"NC_007498.2 Pelobacter carbinolicus DSM 2380, complete genome"	0.938379816	k__Bacteria	2	p__Proteobacteria	1224	c__Deltaproteobacteria	28221	o__Desulfuromonadales	69541	f__Desulfuromonadaceae	213421	g__Pelobacter	18	s__Pelobacter_carbinolicus	19
"NZ_CP013288.1 Listeria monocytogenes ATCC 19117 strain WSLC 1033, complete genome"	0.908222121	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Bacillales	1385	f__Listeriaceae	186820	g__Listeria	1637	s__Listeria_monocytogenes	1639
"NZ_CP019615.1 Listeria monocytogenes strain 10-092876-0168, complete genome"	0.911430741	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Bacillales	1385	f__Listeriaceae	186820	g__Listeria	1637	s__Listeria_monocytogenes	1639
"NZ_CP007525.1 Listeria monocytogenes serotype 4b str. 81-0558, complete genome"	0.915349366	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Bacillales	1385	f__Listeriaceae	186820	g__Listeria	1637	s__Listeria_monocytogenes	1639
"NZ_CP019624.1 Listeria monocytogenes strain 10-092876-1016 LM11, complete genome"	0.917165769	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Bacillales	1385	f__Listeriaceae	186820	g__Listeria	1637	s__Listeria_monocytogenes	1639
"NZ_CP013285.1 Listeria monocytogenes strain WSLC 1018, complete genome"	0.917583967	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Bacillales	1385	f__Listeriaceae	186820	g__Listeria	1637	s__Listeria_monocytogenes	1639
"NZ_CP009242.1 Listeria monocytogenes strain LM850658, complete genome"	0.918279309	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Bacillales	1385	f__Listeriaceae	186820	g__Listeria	1637	s__Listeria_monocytogenes	1639
"NZ_AP018725.1 Sulfuriflexus mobilis aks1 DNA, complete genome"	0.938502382	k__Bacteria	2	p__Proteobacteria	1224	c__Gammaproteobacteria	1236	o__Chromatiales	135613	f__Granulosicoccaceae	449719	g__Sulfuriflexus	1860077	s__Sulfuriflexus_mobilis	1811807
"NZ_CP025219.1 Listeria monocytogenes strain ATCC 13932 chromosome, complete genome"	0.921726448	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Bacillales	1385	f__Listeriaceae	186820	g__Listeria	1637	s__Listeria_monocytogenes	1639
"NZ_CP010346.1 Listeria monocytogenes strain IZSAM_Lm_hs2008, complete genome"	0.922792563	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Bacillales	1385	f__Listeriaceae	186820	g__Listeria	1637	s__Listeria_monocytogenes	1639
"NZ_CP040396.1 Paenibacillus sp. HB172198 chromosome, complete genome"	0.938535951	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Bacillales	1385	f__Paenibacillaceae	186822	g__Paenibacillus	44249	s__Paenibacillus_sp._HB172198	2565926
"NZ_CP015935.1 Legionella pneumophila strain C4_S chromosome, complete genome"	0.938592305	k__Bacteria	2	p__Proteobacteria	1224	c__Gammaproteobacteria	1236	o__Legionellales	118969	f__Legionellaceae	444	g__Legionella	445	s__Legionella_pneumophila	446
"NZ_CP039296.1 Enterococcus faecalis strain VE14089 chromosome, complete genome"	0.938603593	k__Bacteria	2	p__Firmicutes	1239	c__Bacilli	91061	o__Lactobacillales	186826	f__Enterococcaceae	81852	g__Enterococcus	1350	s__Enterococcus_faecalis	1351
